platform,item_category,brand,condition,final_sale_price,original_list_price,days_to_sale,listing_day_of_week,listing_time,sold_date,title,item_id,image_url
eBay,midi dress,Unknown,Like New,80.99,80.99,,Wednesday,22:37,2026-04-01,Lilly Pulitzer Green Yellow Blue Floral Wrap Midi Dress XL Kimono Sleeve Tie,v1|298183944723|0,https://i.ebayimg.com/images/g/bMsAAeSw5rNpzZ3D/s-l225.jpg
eBay,midi dress,Unknown,Good,32.99,32.99,,Wednesday,22:37,2026-04-01,Magaschoni Organic Cotton Gauze Shirt Dress Blue Coastal Lagenlook Boho Midi Med,v1|188234680427|0,https://i.ebayimg.com/images/g/H1IAAeSwMihpzZ0Z/s-l225.jpg
eBay,midi dress,Unknown,New,52.98,52.98,,Wednesday,22:36,2026-04-01,Belle Poque Vintage Dress for Women 2026 Summer 1950s Midi Cottagecore Dresse...,v1|287247608770|0,https://i.ebayimg.com/images/g/tycAAeSwlK5pzZ3x/s-l225.jpg
eBay,midi dress,Unknown,New,9.0,9.0,,Wednesday,22:36,2026-04-01,PROLOGUE Women's Brown Slip Midi Dress Spaghetti Strap Side Slit XS,v1|318092256528|0,https://i.ebayimg.com/images/g/rPUAAeSw6zppVxoQ/s-l225.jpg
eBay,midi dress,Unknown,Good,24.99,24.99,,Wednesday,22:36,2026-04-01,Donna Morgan for Non Stop Vintage Women's Dress Size Small Pink FLAWs,v1|227282905302|0,https://i.ebayimg.com/images/g/A9kAAeSwXEhpzZC5/s-l225.jpg
eBay,midi dress,Unknown,New,179.99,179.99,,Wednesday,22:36,2026-04-01,2026 New Luxury Women's Elegant Robe Embroidered Bead Banquet Dress Loose Dress,v1|327080266599|515947661787,https://i.ebayimg.com/images/g/poQAAeSwx~hpyyFG/s-l225.jpg
eBay,midi dress,Unknown,Good,20.0,20.0,,Wednesday,22:36,2026-04-01,French Laundry Floral Boho Midi Dress Smocked Sleeveless Rayon XL,v1|147236002046|0,https://i.ebayimg.com/images/g/XXcAAeSw-g1pzZ3q/s-l225.jpg
eBay,midi dress,J.Crew,Like New,23.0,23.0,,Wednesday,22:36,2026-04-01,Crewcuts J.Crew Girls Yellow Gingham Seersucker Puff Sleeve Dress Size 14,v1|188234679422|0,https://i.ebayimg.com/images/g/RzkAAeSw9ChpzZ3j/s-l225.jpg
eBay,midi dress,Unknown,Good,17.99,17.99,,Wednesday,22:36,2026-04-01,ALYA XXS Black Asymmetrical Hem Midi Dress Stretch Knit,v1|257438089367|0,https://i.ebayimg.com/images/g/TpEAAeSwazhpVwtH/s-l225.jpg
eBay,midi dress,Unknown,New,50.0,50.0,,Wednesday,22:36,2026-04-01,Rachel Roy Women Tropical Modal 3/4 Sleeve Fitted Stretchy Dress Mesh Back Sze M,v1|257438089370|0,https://i.ebayimg.com/images/g/rBIAAeSwYghpzZ2B/s-l225.jpg
eBay,midi dress,Unknown,Like New,50.0,50.0,,Wednesday,22:35,2026-04-01,Oleg Cassini Bridesmaid's Dress Women's Size 14W Pistachio Green Fit Flare Midi,v1|267626771778|0,https://i.ebayimg.com/images/g/tTYAAeSwgxxojTVF/s-l225.jpg
eBay,midi dress,Free People,New,128.0,128.0,,Wednesday,22:35,2026-04-01,"New! Free People Gabby Seamless Midi Dress in green, size M/L",v1|406821319593|0,https://i.ebayimg.com/images/g/XAkAAOSwlCBnUgSF/s-l225.jpg
eBay,midi dress,Unknown,Good,127.4,127.4,,Wednesday,22:35,2026-04-01,Neiman Marcus Womens Longline Shirt Dress Embroidered Midi White Floral Medium,v1|206183399498|0,https://i.ebayimg.com/images/g/W9QAAeSw9qloZHhd/s-l225.jpg
eBay,midi dress,Unknown,Like New,22.0,22.0,,Wednesday,22:35,2026-04-01,Prana Parisol Midi Dress Halter Olive Green Floral Striped Sundress Size S,v1|406821319537|0,https://i.ebayimg.com/images/g/UasAAeSwrE5pf~F0/s-l225.jpg
eBay,midi dress,Tory Burch,Like New,50.0,50.0,,Wednesday,22:35,2026-04-01,Tory Burch Corinne Blue White Chain Link Pattern  Dress XL Extra Large,v1|336513645024|0,https://i.ebayimg.com/images/g/ns4AAeSwZJxpzZzn/s-l225.jpg
eBay,midi dress,Unknown,Like New,68.27,68.27,,Wednesday,22:35,2026-04-01,Nookie Selene Bodycon Convertible Tie Front Dress In Latte Size L,v1|397789943347|0,https://i.ebayimg.com/images/g/q~oAAeSwPJppxNDv/s-l225.jpg
eBay,midi dress,Everlane,Like New,37.99,37.99,,Wednesday,22:35,2026-04-01,Everlane Dress Women's XS White Midi Organic Cotton Herringbone Flexible Utility,v1|358399800101|0,https://i.ebayimg.com/images/g/cfAAAeSwTP1pzZwM/s-l225.jpg
eBay,midi dress,Unknown,New,83.84,83.84,,Wednesday,22:35,2026-04-01,Floral Corset Midi Dress with Pockets 2026 Lace Up Flowy A Line Summer Weddin...,v1|366320739400|0,https://i.ebayimg.com/images/g/HwYAAeSwmgBpzZ2h/s-l225.jpg
eBay,midi dress,Unknown,Good,46.29,46.29,,Wednesday,22:35,2026-04-01,THERAPY BLACK STRAPLESS NET UNDERLAY COCKTAIL DRESS SIZE 12,v1|287247607623|0,https://i.ebayimg.com/images/g/WXAAAeSw6o1pzZzE/s-l225.jpg
eBay,midi dress,Unknown,New,52.38,52.38,,Wednesday,22:35,2026-04-01,Hermant & Nandita Printed High Low Midi Dress Plus Size 1X Bohemian Resortwear,v1|236730065787|0,https://i.ebayimg.com/images/g/c4kAAOSwh9doJQhJ/s-l225.jpg
eBay,midi dress,Unknown,Like New,64.0,64.0,,Wednesday,22:35,2026-04-01,Moulinette Soeurs Yellow Lemon Print Halter Midi Dress Pockets Smocked Back,v1|188234676515|0,https://i.ebayimg.com/images/g/XdIAAeSwaO1pzZ2W/s-l225.jpg
eBay,midi dress,Unknown,Good,41.15,41.15,,Wednesday,22:34,2026-04-01,Lulus Womens Dress Gild The Lily Black Floral Print High Low Maxi Wrap Small $72,v1|206183398597|0,https://i.ebayimg.com/images/g/D1MAAeSw4jxoZHi1/s-l225.jpg
eBay,midi dress,Unknown,Good,40.0,40.0,,Wednesday,22:34,2026-04-01,MSK Double Cold Shoulder Striped Dress Size 6,v1|127785951956|0,https://i.ebayimg.com/images/g/YXoAAeSwkFNpzZ2K/s-l225.jpg
eBay,midi dress,Unknown,Like New,20.25,20.25,,Wednesday,22:34,2026-04-01,Lady Laine Plus Size Black Floral Tulip Print Short Sleeve Midi Dress Tie Waist,v1|227282903592|0,https://i.ebayimg.com/images/g/PioAAeSwmehpf~EM/s-l225.jpg
eBay,midi dress,Unknown,New,48.0,48.0,,Wednesday,22:34,2026-04-01,Womens Dress Size Medium Boho Cottagecore Belted Romantic Party Midi Anewsta ,v1|127785951420|0,https://i.ebayimg.com/images/g/JTMAAeSwmGVpzZ6q/s-l225.jpg
eBay,midi dress,Unknown,Like New,14.25,14.25,,Wednesday,22:34,2026-04-01,Cottagecore Floral Mini Dress Womens Large Puff Sleeve V Neck Boho Prairie,v1|358399799356|0,https://i.ebayimg.com/images/g/r6EAAeSwFLVpgAdi/s-l225.jpg
eBay,midi dress,Anthropologie,New,51.0,51.0,,Wednesday,22:34,2026-04-01,Lapis Anthropologie Halter Boho Lined Flair Cotton Dress Ladies Sz Medium NWT ,v1|267626771353|0,https://i.ebayimg.com/images/g/mWQAAeSwrtFpp31x/s-l225.jpg
eBay,midi dress,Reformation,New,145.0,145.0,,Wednesday,22:34,2026-04-01,NWT Reformation Nicola Silk Dress Sz 6 Long Sleeve V Neck Midi Peasant Praline,v1|389833022687|0,https://i.ebayimg.com/images/g/l3oAAeSwKoFppN5l/s-l225.jpg
eBay,midi dress,Zara,Like New,35.0,35.0,,Wednesday,22:33,2026-04-01,Olive satin slip dress minimalist backless zara midi dress,v1|227282903192|0,https://i.ebayimg.com/images/g/YuEAAeSwpuxpzZ1U/s-l225.jpg
eBay,midi dress,Unknown,New,38.0,38.0,,Wednesday,22:33,2026-04-01,Ivory Bridal Shower High Low Dress V-Neck Midi Elegant w/ Pockets SZ 2,v1|147235998542|0,https://i.ebayimg.com/images/g/R-UAAeSwqlJpzZ1E/s-l225.jpg
eBay,midi dress,Unknown,New,85.5,85.5,,Wednesday,22:33,2026-04-01,Alex Evenings Embellished Sequin V Neck Cap Sleeve Cocktail Dress Mocha Size 10,v1|358399798565|0,https://i.ebayimg.com/images/g/ZM4AAeSwe~lpXBgH/s-l225.jpg
eBay,midi dress,Unknown,New,120.0,120.0,,Wednesday,22:33,2026-04-01,Crosby Mollie Burch Dress Womens M Green Asymmetrical One Shoulder Midi NWT,v1|336513642902|0,https://i.ebayimg.com/images/g/uUAAAeSw0OtpzZ2v/s-l225.jpg
eBay,midi dress,Unknown,Like New,20.0,20.0,,Wednesday,22:33,2026-04-01,Japna Floral Smocked Midi Sundress Tie Neck Adjustable Straps Beige Pink Brown S,v1|298183936092|0,https://i.ebayimg.com/images/g/X~IAAeSwf7JpzZzI/s-l225.jpg
eBay,midi dress,Unknown,Like New,27.0,27.0,,Wednesday,22:33,2026-04-01,J. Crew Floral Print Tiered Midi Dress Brown Pink Blue V Neck Short Sleeve,v1|389833021824|0,https://i.ebayimg.com/images/g/JQkAAeSw4cVpL4~1/s-l225.jpg
eBay,midi dress,Unknown,Like New,68.99,68.99,,Wednesday,22:33,2026-04-01,Mesh Sleeve Dress ESTEBA CORTAZAR X RTR SIZE XS,v1|227282902734|0,https://i.ebayimg.com/images/g/YngAAeSwVklpzZxE/s-l225.jpg
eBay,midi dress,Unknown,Like New,16.2,16.2,,Wednesday,22:32,2026-04-01,DCI by Eclectic black short sleeve floral print midi dress size small,v1|227282902588|0,https://i.ebayimg.com/images/g/SPQAAeSwEpVpf~Cn/s-l225.jpg
eBay,midi dress,Unknown,New,285.99,285.99,,Wednesday,22:32,2026-04-01,NWT Mac Duggal [ 16 ] 5472 Geo Embellished Midi Sheath Dress Charcoal #S920,v1|178014030011|0,https://i.ebayimg.com/images/g/Ep8AAeSwtiZpZrx6/s-l225.jpg
eBay,midi dress,Unknown,Like New,29.99,29.99,,Wednesday,22:32,2026-04-01,Travelers by Chico’s Black Travel Knit Midi Dress Size 2 Fits - Large,v1|236730062598|0,https://i.ebayimg.com/images/g/b3AAAeSw5ohpzZyO/s-l225.jpg
eBay,midi dress,Unknown,Like New,35.99,35.99,,Wednesday,22:32,2026-04-01,Vintage Address Midi Dress Size 12 Babydoll Asymmetrical Floral Fairy Y2K Gold,v1|127785949275|0,https://i.ebayimg.com/images/g/y8YAAeSwU49oQOEN/s-l225.jpg
eBay,midi dress,Unknown,New,69.99,69.99,,Wednesday,22:32,2026-04-01,RACHEL Rachel Roy Storm Stripe Dress S,v1|267626769344|0,https://i.ebayimg.com/images/g/uvAAAeSwYZ9pzZyY/s-l225.jpg
eBay,midi dress,Unknown,Like New,15.99,15.99,,Wednesday,22:32,2026-04-01,Sweet Rain Dusty Rose Floral Smocked Mock Neck Flutter Sleeve Midi Dress Large,v1|127785948789|0,https://i.ebayimg.com/images/g/c6EAAeSwaahppNN8/s-l225.jpg
eBay,midi dress,Unknown,Like New,34.99,34.99,,Wednesday,22:31,2026-04-01,Womens Denim Dress L Button Front Belted Midi Jean Dress Casual Cottagecore,v1|318092244855|0,https://i.ebayimg.com/images/g/X6UAAeSwGB9pzZzG/s-l225.jpg
eBay,midi dress,Unknown,Like New,24.99,24.99,,Wednesday,22:31,2026-04-01,Vintage 80s 90s Navy Blue Lace Collar Dress Pleated Drop Waist Size 11 Midi USA,v1|406821315143|0,https://i.ebayimg.com/images/g/JAAAAeSwOKhpzZog/s-l225.jpg
eBay,midi dress,Unknown,New,165.0,165.0,,Wednesday,22:31,2026-04-01,NEW Rails Dina Satin Midi Ruffle Dress in Diffused Blossom Watercolor Pastel,v1|298183931633|0,https://i.ebayimg.com/images/g/yzkAAeSwPMBpzZzF/s-l225.jpg
eBay,midi dress,Unknown,Like New,72.2,72.2,,Wednesday,22:31,2026-04-01,ST JOHN Black Rose Floral Knit Sleeveless Sheath Dress Size 12,v1|157803327979|0,https://i.ebayimg.com/images/g/RgcAAeSwdDtpf~BP/s-l225.jpg
eBay,midi dress,Unknown,Like New,29.99,29.99,,Wednesday,22:31,2026-04-01,Floral Smocked Midi Dress Ruffle Tiered L Cottagecore Milkmade Prairie Feminine,v1|336513640655|0,https://i.ebayimg.com/images/g/NToAAeSwcD1pf~BP/s-l225.jpg
eBay,midi dress,Unknown,Like New,16.0,16.0,,Wednesday,22:31,2026-04-01,Vintage Burgundy Midi Shift Dress Floral 18 Sleeveless Moody 90s,v1|358399794927|0,https://i.ebayimg.com/images/g/o2AAAeSwh91pzZwL/s-l225.jpg
eBay,midi dress,Unknown,New,50.0,50.0,,Wednesday,22:30,2026-04-01,Alexia Admore Brigitta Sz Med Hot Pink Bow Sheath Midi Dress Business Elle Woods,v1|366320733862|0,https://i.ebayimg.com/images/g/MOwAAeSw4y5pLjQj/s-l225.jpg
eBay,midi dress,Anthropologie,Like New,35.0,35.0,,Wednesday,22:30,2026-04-01,Viola Anthropologie Floral Tie Neck Fit Flare Dress Women's 2 Black Boho Hippie,v1|127785947219|0,https://i.ebayimg.com/images/g/TK8AAeSw6bZpVxGi/s-l225.jpg
eBay,midi dress,Banana Republic,Good,19.99,19.99,,Wednesday,22:30,2026-04-01,Banana Republic Dress Button Front Red White Blue Floral Size L Botanical Print,v1|257438082587|0,https://i.ebayimg.com/images/g/S6wAAeSwIXFpzZoX/s-l225.jpg
eBay,midi dress,Unknown,Good,70.31,70.31,,Wednesday,22:30,2026-04-01,Red Valentino Dress Womens Medium Statement Bow Party Cocktail Event Occasion,v1|377080065051|0,https://i.ebayimg.com/images/g/EN0AAeSw-XVn2dWh/s-l225.jpg
eBay,midi dress,Unknown,Like New,57.0,57.0,,Wednesday,22:30,2026-04-01,DVF Diane von Furstenberg Eliot Silk Blend Sleeveless Midi Dress,v1|168279853817|0,https://i.ebayimg.com/images/g/Qi0AAeSwOzRpzZl-/s-l225.jpg
eBay,midi dress,Unknown,New,53.0,53.0,,Wednesday,22:30,2026-04-01,Joie Blue and White Floral Button-Front Midi Dress,v1|127785947094|0,https://i.ebayimg.com/images/g/NqIAAeSwOKhpzZx3/s-l225.jpg
eBay,midi dress,Unknown,Good,22.99,22.99,,Wednesday,22:30,2026-04-01,Knox Rose Wrap Dress Women’s XXL Striped Tier Natural Cotton Boho Coastal Summer,v1|377080064859|0,https://i.ebayimg.com/images/g/iOIAAeSw7Axpww-0/s-l225.jpg
eBay,midi dress,Zara,Good,42.0,42.0,,Wednesday,22:30,2026-04-01,Zara Midi Wrap Dress Women Size S Brown Black Gingham Plaid Caramel blog,v1|306856006757|0,https://i.ebayimg.com/images/g/Wy0AAeSwxGxpzZx7/s-l225.jpg
eBay,midi dress,Unknown,New,125.0,125.0,,Wednesday,22:30,2026-04-01,Ted Baker London Dress NWT Floral Print Fully Lined Back Zip Size 2,v1|168279853166|0,https://i.ebayimg.com/images/g/blYAAeSw40ZpzZsi/s-l225.jpg
eBay,midi dress,Unknown,Good,14.42,14.42,,Wednesday,22:30,2026-04-01,Mud Pie Tie Dye Dress L Womens Midi Black White Sleeveless Pullover Casual,v1|127785946852|0,https://i.ebayimg.com/images/g/wFkAAOSwB4tlx4Yk/s-l225.jpg
eBay,midi dress,Unknown,Like New,30.0,30.0,,Wednesday,22:30,2026-04-01,Matilda Jane Paint By Numbers Green Star Dress Girls 8 EUC,v1|227282900826|0,https://i.ebayimg.com/images/g/N0cAAeSwFDppf-~B/s-l225.jpg
eBay,midi dress,Unknown,Good,53.0,53.0,,Wednesday,22:30,2026-04-01,Antica Sartoria by Giacomo Cinque Italian Dress Red White Blue One Size,v1|397789925283|0,https://i.ebayimg.com/images/g/-f0AAeSwOt5puVFe/s-l225.jpg
eBay,midi dress,Unknown,Good,55.0,55.0,,Wednesday,22:30,2026-04-01,OLIPHANT Multicolor Floral Prairie Dress Size Medium,v1|127785946404|0,https://i.ebayimg.com/images/g/MeIAAeSwoONpzZuL/s-l225.jpg
eBay,midi dress,Unknown,New,39.99,39.99,,Wednesday,22:29,2026-04-01,"Maggy L Sleeveless Dress in Pink, and Brown Floral with POCKETS, Size 6 Y2K",v1|117120735348|0,https://i.ebayimg.com/images/g/dWoAAOSw2URjLOVg/s-l225.jpg
eBay,midi dress,Unknown,Good,30.0,30.0,,Wednesday,22:29,2026-04-01,Nick + Zoe Sleeveless fit and flare Blue Dress Size PM,v1|127785946124|0,https://i.ebayimg.com/images/g/XagAAeSwoB1pzZxh/s-l225.jpg
eBay,midi dress,Unknown,Like New,9.0,9.0,,Wednesday,22:29,2026-04-01,Women's Altar'd State Slate Blue Lightweight Tank Dress | Size XS,v1|188234665089|0,https://i.ebayimg.com/images/g/X-YAAeSwwetpzZzb/s-l225.jpg
eBay,midi dress,Unknown,Like New,69.0,69.0,,Wednesday,22:29,2026-04-01,Sofie D'Hoore Midnight Navy V-neck Long Sleeve Cotton Dress XS/S 34,v1|236730058588|0,https://i.ebayimg.com/images/g/BYkAAeSwJnZpj5Ur/s-l225.jpg
eBay,midi dress,J.Crew,Like New,40.0,40.0,,Wednesday,22:29,2026-04-01,J.Crew Womens Blue Polka Dot Viscose Midi Wrap Dress Cap Sleeve Size L,v1|287247600742|0,https://i.ebayimg.com/images/g/O~gAAeSwUxBpzZxP/s-l225.jpg
eBay,midi dress,Unknown,New,49.0,49.0,,Wednesday,22:29,2026-04-01,Crown & Ivy Sundress Women L Blue Floral Ruffle Smocked Sleeveless Midi Summer,v1|327080256444|0,https://i.ebayimg.com/images/g/LuUAAeSwSqlpzZus/s-l225.jpg
eBay,midi dress,Unknown,Good,79.99,79.99,,Wednesday,22:29,2026-04-01,Karen Alexander Vintage 80s Ivory Floral Damask Blouson Bustier Midi Dress Sz 6,v1|267626766857|0,https://i.ebayimg.com/images/g/xnsAAeSwiU1pjv--/s-l225.jpg
eBay,midi dress,Unknown,Good,19.95,19.95,,Wednesday,22:29,2026-04-01,HENNA Tie Dye Artsy Boho A Line Layered Tiered Rayon Shift Dress One Size Plus,v1|267626766639|0,https://i.ebayimg.com/images/g/DR4AAeSwmGVpzZxb/s-l225.jpg
eBay,midi dress,Banana Republic,New,49.99,49.99,,Wednesday,22:29,2026-04-01,Banana Republic Midi Shirt Dress With Buttons Size Medium,v1|127785944106|0,https://i.ebayimg.com/images/g/J1IAAOSwzHlmOrgL/s-l225.jpg
eBay,midi dress,Michael Kors,Good,15.0,15.0,,Wednesday,22:29,2026-04-01,MICHAEL KORS Purple White Paisley Dress Size S Long Sleeves,v1|127785944115|0,https://i.ebayimg.com/images/g/gPcAAOSwK-Zk1AHU/s-l225.jpg
eBay,midi dress,Unknown,New,39.99,39.99,,Wednesday,22:29,2026-04-01,Nemidor® Women's V-Neckline Stretchy Casual Midi Plus Size 26 Bridesmaid Dress,v1|127785944064|0,https://i.ebayimg.com/images/g/1vkAAOSwL3ti2GQs/s-l225.jpg
eBay,midi dress,Free People,New,18.0,18.0,,Wednesday,22:28,2026-04-01,Free People Charcoal Gray & Ivory Sleeveless High Low Dress- Size Medium,v1|327080254236|0,https://i.ebayimg.com/images/g/HJQAAeSwV2dpf--~/s-l225.jpg
eBay,midi dress,Unknown,Like New,25.88,25.88,,Wednesday,22:28,2026-04-01,Old Navy Fit Flare Smocked Sundress Womens 3X Black Strappy Sleeve Midi Dress,v1|406821310006|0,https://i.ebayimg.com/images/g/RaAAAOSw6J9oRfAn/s-l225.jpg
eBay,midi dress,Unknown,Like New,35.0,35.0,,Wednesday,22:28,2026-04-01,PrettyLittleThing Green and White Polka Dot Dress Ruffle Top Ruched Size 10,v1|277855984647|0,https://i.ebayimg.com/images/g/NaAAAeSwxSVpzZ1X/s-l225.jpg
eBay,midi dress,Unknown,Good,41.0,41.0,,Wednesday,22:28,2026-04-01,Jude Connally Shirtdress Collared Zebra Print 3/4 Sleeve Ivory Black Women's XS,v1|327080254048|0,https://i.ebayimg.com/images/g/FZIAAOSwAj5jETh-/s-l225.jpg
eBay,midi dress,Unknown,New,54.93,54.93,,Wednesday,22:28,2026-04-01,Leslie Fay Surplice V-Neck Tie Waist Tiered A-Line Dress Size 14 New NWT,v1|227282899669|0,https://i.ebayimg.com/images/g/9r8AAeSwFo5pbU7b/s-l225.jpg
eBay,midi dress,Gap,Good,25.0,25.0,,Wednesday,22:28,2026-04-01,Gap Black & Red Plaid Belted Rope Waist Waist 3/4 Sleeve Midi Dress Women’s S,v1|117120729380|0,https://i.ebayimg.com/images/g/-UEAAOSwnddjLjPU/s-l225.jpg
eBay,midi dress,Unknown,Good,59.99,59.99,,Wednesday,22:28,2026-04-01,B: Ming By Beams Dress Black One Size 100% Cotton,v1|117120729392|0,https://i.ebayimg.com/images/g/DKsAAOSwVZNmhEZQ/s-l225.jpg
eBay,midi dress,Anthropologie,New,63.93,63.93,,Wednesday,22:28,2026-04-01,NWT $158 Anthropologie JULIET CORSETED DRESS Flare by Maeve SIZE 14,v1|117120729405|0,https://i.ebayimg.com/images/g/h~EAAOSwymRkDRVd/s-l225.jpg
eBay,midi dress,Unknown,New,25.0,25.0,,Wednesday,22:28,2026-04-01,"NWT - Zenzi Girls' Tiered Lace Dress - Teal, M(7/8)",v1|117120729419|0,https://i.ebayimg.com/images/g/vh8AAOSwRu1jrFDr/s-l225.jpg
eBay,midi dress,H&M,Good,24.99,24.99,,Wednesday,22:28,2026-04-01,H&M Women’s Black Cream Sleeveless Career Work Pencil Dress Size 6 Y2K,v1|117120729424|0,https://i.ebayimg.com/images/g/Z68AAOSw~e5ik-9S/s-l225.jpg
eBay,midi dress,Unknown,Like New,69.0,69.0,,Wednesday,22:29,2026-04-01,Sofie D'Hoore Midnight Navy V-neck Long Sleeve Cotton Dress XS/S 34,v1|236730058588|0,https://i.ebayimg.com/images/g/BYkAAeSwJnZpj5Ur/s-l225.jpg
eBay,midi dress,J.Crew,Like New,40.0,40.0,,Wednesday,22:29,2026-04-01,J.Crew Womens Blue Polka Dot Viscose Midi Wrap Dress Cap Sleeve Size L,v1|287247600742|0,https://i.ebayimg.com/images/g/O~gAAeSwUxBpzZxP/s-l225.jpg
eBay,midi dress,Unknown,New,49.0,49.0,,Wednesday,22:29,2026-04-01,Crown & Ivy Sundress Women L Blue Floral Ruffle Smocked Sleeveless Midi Summer,v1|327080256444|0,https://i.ebayimg.com/images/g/LuUAAeSwSqlpzZus/s-l225.jpg
eBay,midi dress,Unknown,Good,79.99,79.99,,Wednesday,22:29,2026-04-01,Karen Alexander Vintage 80s Ivory Floral Damask Blouson Bustier Midi Dress Sz 6,v1|267626766857|0,https://i.ebayimg.com/images/g/xnsAAeSwiU1pjv--/s-l225.jpg
eBay,midi dress,Unknown,Good,19.95,19.95,,Wednesday,22:29,2026-04-01,HENNA Tie Dye Artsy Boho A Line Layered Tiered Rayon Shift Dress One Size Plus,v1|267626766639|0,https://i.ebayimg.com/images/g/DR4AAeSwmGVpzZxb/s-l225.jpg
eBay,midi dress,Banana Republic,New,49.99,49.99,,Wednesday,22:29,2026-04-01,Banana Republic Midi Shirt Dress With Buttons Size Medium,v1|127785944106|0,https://i.ebayimg.com/images/g/J1IAAOSwzHlmOrgL/s-l225.jpg
eBay,midi dress,Michael Kors,Good,15.0,15.0,,Wednesday,22:29,2026-04-01,MICHAEL KORS Purple White Paisley Dress Size S Long Sleeves,v1|127785944115|0,https://i.ebayimg.com/images/g/gPcAAOSwK-Zk1AHU/s-l225.jpg
eBay,midi dress,Unknown,New,39.99,39.99,,Wednesday,22:29,2026-04-01,Nemidor® Women's V-Neckline Stretchy Casual Midi Plus Size 26 Bridesmaid Dress,v1|127785944064|0,https://i.ebayimg.com/images/g/1vkAAOSwL3ti2GQs/s-l225.jpg
eBay,midi dress,Free People,New,18.0,18.0,,Wednesday,22:28,2026-04-01,Free People Charcoal Gray & Ivory Sleeveless High Low Dress- Size Medium,v1|327080254236|0,https://i.ebayimg.com/images/g/HJQAAeSwV2dpf--~/s-l225.jpg
eBay,midi dress,Unknown,Like New,25.88,25.88,,Wednesday,22:28,2026-04-01,Old Navy Fit Flare Smocked Sundress Womens 3X Black Strappy Sleeve Midi Dress,v1|406821310006|0,https://i.ebayimg.com/images/g/RaAAAOSw6J9oRfAn/s-l225.jpg
eBay,midi dress,Unknown,Like New,35.0,35.0,,Wednesday,22:28,2026-04-01,PrettyLittleThing Green and White Polka Dot Dress Ruffle Top Ruched Size 10,v1|277855984647|0,https://i.ebayimg.com/images/g/NaAAAeSwxSVpzZ1X/s-l225.jpg
eBay,midi dress,Unknown,Good,41.0,41.0,,Wednesday,22:28,2026-04-01,Jude Connally Shirtdress Collared Zebra Print 3/4 Sleeve Ivory Black Women's XS,v1|327080254048|0,https://i.ebayimg.com/images/g/FZIAAOSwAj5jETh-/s-l225.jpg
eBay,midi dress,Unknown,New,54.93,54.93,,Wednesday,22:28,2026-04-01,Leslie Fay Surplice V-Neck Tie Waist Tiered A-Line Dress Size 14 New NWT,v1|227282899669|0,https://i.ebayimg.com/images/g/9r8AAeSwFo5pbU7b/s-l225.jpg
eBay,midi dress,Gap,Good,25.0,25.0,,Wednesday,22:28,2026-04-01,Gap Black & Red Plaid Belted Rope Waist Waist 3/4 Sleeve Midi Dress Women’s S,v1|117120729380|0,https://i.ebayimg.com/images/g/-UEAAOSwnddjLjPU/s-l225.jpg
eBay,midi dress,Unknown,Good,59.99,59.99,,Wednesday,22:28,2026-04-01,B: Ming By Beams Dress Black One Size 100% Cotton,v1|117120729392|0,https://i.ebayimg.com/images/g/DKsAAOSwVZNmhEZQ/s-l225.jpg
eBay,midi dress,Anthropologie,New,63.93,63.93,,Wednesday,22:28,2026-04-01,NWT $158 Anthropologie JULIET CORSETED DRESS Flare by Maeve SIZE 14,v1|117120729405|0,https://i.ebayimg.com/images/g/h~EAAOSwymRkDRVd/s-l225.jpg
eBay,midi dress,Unknown,New,25.0,25.0,,Wednesday,22:28,2026-04-01,"NWT - Zenzi Girls' Tiered Lace Dress - Teal, M(7/8)",v1|117120729419|0,https://i.ebayimg.com/images/g/vh8AAOSwRu1jrFDr/s-l225.jpg
eBay,midi dress,H&M,Good,24.99,24.99,,Wednesday,22:28,2026-04-01,H&M Women’s Black Cream Sleeveless Career Work Pencil Dress Size 6 Y2K,v1|117120729424|0,https://i.ebayimg.com/images/g/Z68AAOSw~e5ik-9S/s-l225.jpg
eBay,midi dress,Unknown,New,25.0,25.0,,Wednesday,22:28,2026-04-01,japna midi rust animal print button down strap Hand Made midi dress M Y2K,v1|127785942049|0,https://i.ebayimg.com/images/g/YnwAAOSwljFlwrnl/s-l225.jpg
eBay,midi dress,Adidas,Like New,19.0,19.0,,Wednesday,22:28,2026-04-01,"Adidas Originals Pastel Pink Crew Dress S Minimalist, Athleisure, Coguette",v1|298183908194|0,https://i.ebayimg.com/images/g/dmYAAeSweaFppM~3/s-l225.jpg
eBay,midi dress,Unknown,Like New,19.95,19.95,,Wednesday,22:28,2026-04-01,Mossimo Gold Black Fit & Flare Midi Dress Medium Whimsigoth Dark Academia Lined,v1|358399785018|0,https://i.ebayimg.com/images/g/qvQAAeSwd11oNL24/s-l225.jpg
eBay,midi dress,Unknown,New,35.0,35.0,,Wednesday,22:28,2026-04-01,Edited by Remi Bader Women's Pleated Dress Size XL Black,v1|397789913767|0,https://i.ebayimg.com/images/g/RVcAAeSwteRpzZvL/s-l225.jpg
eBay,midi dress,Unknown,Like New,28.03,28.03,,Wednesday,22:28,2026-04-01,Lungo L'Arno Italy 100% Linen Crochet Trim V-Neck Midi Dress Taupe Brown Medium,v1|137188165076|0,https://i.ebayimg.com/images/g/U4IAAeSwEKZpzZvx/s-l225.jpg
